order_id,customer_id,restaurant_id,order_date,status,total_amount,payment_method
4186,944,163,2024-12-08,Delivered,749.47,Credit Card
4187,861,465,2024-06-08,Cancelled,1164.07,Credit Card
4188,969,413,2024-01-14,Delivered,1445.96,Cash
4189,481,196,2023-05-03,Pending,333.85,Cash
4190,986,215,2024-06-22,Pending,111.83,Credit Card
4191,134,292,2024-03-21,Cancelled,1713.08,UPI
4192,875,49,2023-10-10,Cancelled,1881.08,Credit Card
4193,20,6,2024-09-09,Delivered,1659.75,UPI
4194,657,311,2023-11-19,Pending,1739.81,Credit Card
4195,161,464,2023-04-02,Cancelled,1184.36,Cash
4196,460,106,2023-11-08,Cancelled,1956.54,UPI
4197,193,95,2023-07-10,Pending,1059.72,Cash
4198,805,52,2024-01-04,Pending,1632.91,UPI
4199,928,497,2023-10-11,Delivered,1718.37,Cash
4200,781,261,2024-01-30,Delivered,1744.74,UPI
4201,951,219,2024-07-15,Cancelled,142.56,Credit Card
4202,558,319,2024-07-01,Delivered,1825.14,Credit Card
4203,949,301,2024-09-12,Cancelled,1525.64,UPI
4204,540,280,2024-07-03,Pending,1598.33,UPI
4205,542,247,2023-07-13,Pending,1422.26,UPI
4206,212,332,2024-08-11,Pending,485.92,Credit Card
4207,407,237,2024-01-18,Delivered,1962.51,Credit Card
4208,747,360,2024-02-07,Cancelled,1894.08,Cash
4209,2,346,2023-08-04,Cancelled,1292.43,UPI
4210,108,344,2024-11-10,Cancelled,828.75,UPI
4211,42,35,2023-06-06,Delivered,553.51,Credit Card
4212,751,25,2024-04-24,Cancelled,1344.79,Credit Card
4213,107,440,2024-09-14,Delivered,234.64,Cash
4214,572,130,2023-09-03,Delivered,307.61,Credit Card
4215,457,285,2024-11-16,Delivered,830.29,UPI
4216,456,181,2024-02-20,Delivered,1857.49,Cash
4217,237,155,2024-04-26,Pending,731.23,Credit Card
4218,384,199,2023-03-09,Pending,415.28,Cash
4219,91,155,2024-09-04,Pending,1741.1,Cash
4220,426,498,2024-02-12,Delivered,1143.67,Cash
4221,335,291,2023-08-20,Cancelled,1960.46,UPI
4222,530,17,2023-09-15,Pending,168.84,Credit Card
4223,356,409,2023-07-20,Delivered,1554.31,UPI
4224,738,83,2024-11-03,Cancelled,1298.93,UPI
4225,387,371,2023-12-15,Pending,1225.09,Cash
4226,450,500,2024-05-17,Cancelled,469.44,Cash
4227,775,371,2023-09-27,Delivered,1399.3,Cash
4228,6,60,2024-10-21,Delivered,387.96,Cash
4229,409,497,2024-08-14,Delivered,144.52,Credit Card
4230,865,153,2024-10-11,Delivered,129.0,UPI
4231,803,216,2024-11-12,Delivered,333.36,Cash
4232,100,5,2024-10-12,Cancelled,1933.82,UPI
4233,634,55,2023-06-01,Pending,1290.02,Cash
4234,870,2,2024-10-31,Cancelled,507.6,Cash
4235,729,421,2023-08-08,Delivered,1540.97,Credit Card
4236,121,207,2024-11-30,Cancelled,1015.48,UPI
4237,811,245,2024-10-25,Pending,454.95,Cash
4238,803,103,2023-01-03,Delivered,1230.55,Cash
4239,554,444,2024-11-20,Delivered,612.55,Cash
4240,610,336,2024-10-29,Pending,543.58,Credit Card
4241,461,24,2024-09-04,Delivered,353.81,Cash
4242,579,41,2024-01-15,Pending,1228.6,Cash
4243,8,448,2023-03-27,Delivered,1465.83,Credit Card
4244,76,21,2023-05-28,Cancelled,714.09,UPI
4245,312,48,2024-05-12,Cancelled,1474.92,Credit Card
4246,87,232,2024-10-11,Pending,735.03,Cash
4247,664,37,2023-03-24,Delivered,1382.94,Cash
4248,650,368,2024-02-01,Pending,1755.68,Cash
4249,211,465,2024-08-11,Pending,1362.3,UPI
4250,999,247,2024-08-04,Pending,223.93,Credit Card
4251,279,198,2024-04-24,Delivered,1613.42,UPI
4252,313,224,2024-09-26,Delivered,1526.92,Cash
4253,873,416,2024-06-15,Delivered,647.99,Credit Card
4254,989,409,2024-10-11,Cancelled,1404.7,Credit Card
4255,335,215,2023-12-25,Pending,451.01,Credit Card
4256,194,317,2023-06-05,Cancelled,1779.78,Cash
4257,331,372,2024-01-05,Delivered,508.96,Cash
4258,488,262,2023-10-11,Delivered,1261.04,Credit Card
4259,189,67,2024-05-22,Delivered,998.44,Cash
4260,366,390,2023-07-28,Delivered,994.14,Cash
4261,782,45,2024-04-29,Delivered,1796.15,Credit Card
4262,150,257,2023-05-30,Cancelled,108.74,UPI
4263,260,438,2023-07-07,Delivered,232.93,Credit Card
4264,201,273,2024-07-16,Pending,573.09,Credit Card
4265,621,406,2023-09-16,Cancelled,1574.35,UPI
4266,374,75,2023-12-15,Pending,1325.75,UPI
4267,371,435,2024-02-18,Cancelled,448.35,Cash
4268,574,376,2024-07-23,Delivered,555.37,Credit Card
4269,754,491,2024-07-02,Pending,852.4,Credit Card
4270,396,385,2023-08-03,Cancelled,1298.25,UPI
4271,445,396,2024-07-28,Delivered,1790.65,UPI
4272,974,434,2024-08-07,Pending,1484.48,Credit Card
4273,123,244,2023-08-18,Delivered,1504.84,Credit Card
4274,943,172,2024-06-11,Cancelled,980.5,Credit Card
4275,449,274,2024-09-22,Delivered,1888.73,UPI
4276,915,147,2024-12-06,Pending,1190.78,Credit Card
4277,195,82,2024-09-14,Delivered,181.25,Credit Card
4278,401,223,2023-08-03,Delivered,1560.23,Cash
4279,3,241,2024-11-08,Delivered,1076.6,Cash
4280,199,98,2023-07-27,Cancelled,1084.96,UPI
4281,948,319,2024-09-20,Delivered,914.52,Credit Card
4282,578,398,2023-03-05,Delivered,1069.05,UPI
4283,286,269,2024-12-27,Delivered,1705.68,UPI
4284,223,99,2023-11-13,Pending,1417.27,Cash
4285,92,479,2024-07-08,Cancelled,1405.97,Credit Card
4286,603,358,2024-01-07,Cancelled,575.36,Cash
4287,464,123,2023-06-30,Pending,206.49,UPI
4288,521,474,2023-07-22,Delivered,562.67,Credit Card
4289,534,210,2024-04-01,Pending,1917.73,UPI
4290,642,122,2023-02-13,Delivered,713.89,Cash
4291,352,350,2024-12-26,Pending,132.21,Cash
4292,892,394,2023-08-01,Delivered,1458.49,Cash
4293,551,241,2024-06-27,Pending,373.02,Credit Card
4294,328,82,2024-04-29,Cancelled,1886.65,Credit Card
4295,199,348,2024-11-22,Pending,1337.9,UPI
4296,481,391,2024-06-27,Delivered,1361.04,Cash
4297,508,19,2023-11-29,Cancelled,1596.66,Credit Card
4298,918,17,2024-07-03,Delivered,1382.63,UPI
4299,709,401,2024-05-15,Delivered,1822.66,Cash
4300,312,144,2023-07-13,Delivered,196.28,Credit Card
4301,942,354,2024-01-02,Delivered,343.57,UPI
4302,608,474,2023-04-21,Cancelled,1587.49,UPI
4303,947,38,2024-08-30,Delivered,739.36,Credit Card
4304,104,63,2024-08-15,Cancelled,1893.62,Credit Card
4305,75,5,2024-05-22,Pending,1623.15,Cash
4306,152,462,2024-04-09,Pending,821.75,Credit Card
4307,195,175,2024-12-10,Cancelled,1006.13,Cash
4308,309,169,2023-11-19,Pending,547.46,Cash
4309,439,58,2023-09-24,Pending,1704.21,Cash
4310,956,124,2024-11-13,Cancelled,434.28,UPI
4311,50,16,2024-08-25,Cancelled,101.89,Credit Card
4312,828,96,2023-05-28,Cancelled,234.38,Credit Card
4313,716,76,2023-09-05,Pending,1062.21,Credit Card
4314,973,295,2023-02-22,Pending,818.81,Cash
4315,609,292,2024-08-11,Cancelled,980.7,Cash
4316,724,335,2023-02-19,Cancelled,1475.35,Cash
4317,644,14,2023-05-17,Pending,1258.02,UPI
4318,688,204,2024-03-29,Pending,1053.06,Credit Card
4319,917,342,2024-11-19,Pending,1610.09,UPI
4320,99,454,2023-06-28,Pending,401.27,UPI
4321,184,145,2024-12-13,Pending,1879.8,UPI
4322,281,140,2024-02-16,Pending,1486.18,Cash
4323,484,75,2024-10-08,Cancelled,710.36,Credit Card
4324,432,323,2024-01-18,Delivered,756.57,Credit Card
4325,743,1,2023-01-13,Delivered,635.69,Credit Card
4326,297,64,2023-08-07,Cancelled,857.33,UPI
4327,881,90,2024-10-28,Pending,1540.52,UPI
4328,828,416,2024-02-27,Delivered,1924.31,UPI
4329,848,369,2024-05-20,Cancelled,766.82,UPI
4330,993,495,2024-11-15,Cancelled,1802.62,Credit Card
4331,580,305,2024-07-24,Cancelled,1159.65,Credit Card
4332,900,354,2024-06-25,Cancelled,1670.01,Credit Card
4333,10,68,2024-05-02,Pending,759.78,Credit Card
4334,649,385,2024-08-22,Delivered,979.78,UPI
4335,238,394,2023-03-08,Delivered,316.94,UPI
4336,442,293,2023-02-09,Pending,1283.67,Cash
4337,899,472,2024-01-26,Cancelled,753.69,Credit Card
4338,809,492,2024-11-11,Cancelled,1460.76,UPI
4339,158,212,2024-08-03,Delivered,1064.96,UPI
4340,308,34,2023-10-12,Delivered,1372.61,Credit Card
4341,113,388,2023-01-18,Pending,918.29,Credit Card
4342,678,367,2023-05-20,Cancelled,132.37,Cash
4343,629,263,2024-12-03,Cancelled,632.65,UPI
4344,730,113,2023-02-09,Delivered,1735.4,UPI
4345,379,10,2024-04-28,Cancelled,1063.39,UPI
4346,58,364,2023-05-30,Delivered,721.38,UPI
4347,230,197,2023-08-17,Cancelled,1291.13,UPI
4348,549,171,2023-01-01,Cancelled,1403.95,UPI
4349,825,381,2024-01-01,Cancelled,279.41,Credit Card
4350,489,207,2024-08-29,Cancelled,232.68,Credit Card
4351,887,464,2024-10-29,Delivered,697.87,UPI
4352,413,176,2024-08-01,Delivered,576.69,Cash
4353,190,376,2024-12-14,Cancelled,184.06,Credit Card
4354,309,70,2023-01-05,Delivered,336.29,UPI
4355,630,18,2024-12-20,Pending,660.56,UPI
4356,172,390,2024-07-08,Pending,1216.36,Credit Card
4357,95,410,2024-10-31,Delivered,1413.73,Credit Card
4358,904,82,2023-11-20,Pending,1359.92,UPI
4359,237,382,2024-10-02,Delivered,288.72,Cash
4360,242,254,2023-11-28,Cancelled,1388.17,Cash
4361,43,314,2024-12-10,Delivered,1898.25,UPI
4362,700,364,2024-08-28,Pending,1919.21,Cash
4363,47,78,2024-09-06,Cancelled,267.39,Cash
4364,240,189,2023-05-16,Pending,519.27,Cash
4365,753,29,2024-12-05,Delivered,836.63,Credit Card
4366,784,411,2024-02-07,Cancelled,1929.85,Cash
4367,273,325,2023-09-11,Cancelled,1999.98,Cash
4368,976,334,2024-04-07,Pending,1065.81,Credit Card
4369,899,144,2024-01-09,Delivered,156.76,Cash
4370,133,134,2024-02-10,Delivered,875.92,Credit Card
4371,828,120,2024-12-02,Cancelled,1979.86,UPI
4372,501,122,2023-01-22,Delivered,1397.73,UPI
4373,801,139,2024-08-31,Pending,1521.49,UPI
4374,953,458,2024-06-21,Delivered,1882.69,Credit Card
4375,841,362,2023-11-15,Pending,1293.55,Credit Card
4376,963,439,2024-01-05,Cancelled,1356.5,Cash
4377,104,438,2023-01-26,Cancelled,757.7,Credit Card
4378,11,378,2024-08-28,Delivered,1739.49,Cash
4379,463,51,2024-07-10,Cancelled,701.9,Credit Card
4380,349,387,2023-09-13,Delivered,305.2,Credit Card
4381,467,392,2023-07-27,Delivered,162.7,Credit Card
4382,366,213,2024-07-14,Cancelled,736.56,Cash
4383,744,399,2023-01-03,Pending,615.55,UPI
4384,816,112,2023-02-22,Delivered,1882.27,Credit Card
4385,811,455,2024-01-24,Cancelled,1775.14,Credit Card
4386,988,93,2023-03-13,Delivered,1345.8,Credit Card
4387,274,75,2023-06-08,Pending,1012.53,UPI
4388,787,158,2023-03-16,Delivered,605.76,Credit Card
4389,691,499,2023-01-27,Cancelled,1959.59,Cash
4390,27,180,2024-10-20,Pending,233.58,Cash
4391,598,361,2024-06-11,Delivered,402.77,UPI
4392,950,47,2024-02-21,Pending,292.51,Cash
4393,608,46,2024-09-12,Cancelled,1039.48,UPI
4394,527,151,2023-11-26,Pending,922.73,Credit Card
4395,423,230,2023-06-26,Delivered,1169.92,Cash
4396,902,330,2023-07-07,Delivered,493.89,Credit Card
4397,16,212,2023-03-19,Pending,1171.24,Credit Card
4398,528,69,2024-01-19,Pending,1122.77,UPI
4399,951,190,2024-08-09,Pending,1510.44,Credit Card
4400,365,455,2024-02-24,Delivered,590.92,Credit Card
4401,955,392,2023-12-15,Delivered,228.19,UPI
4402,72,407,2024-07-18,Pending,1214.4,UPI
4403,764,83,2024-12-21,Delivered,1122.76,UPI
4404,169,277,2023-10-03,Pending,1009.06,UPI
4405,27,246,2023-05-28,Delivered,848.2,Cash
4406,182,93,2023-01-15,Cancelled,1151.25,Credit Card
4407,786,273,2024-02-21,Pending,670.9,Credit Card
4408,673,340,2024-11-18,Pending,260.72,UPI
4409,149,155,2024-10-02,Pending,578.57,Cash
4410,387,59,2024-11-27,Cancelled,1199.49,UPI
4411,441,474,2023-02-17,Delivered,1901.72,UPI
4412,962,314,2023-09-23,Cancelled,1148.04,Cash
4413,241,449,2023-09-14,Delivered,1159.73,Cash
4414,411,170,2023-03-18,Delivered,472.22,UPI
4415,451,337,2024-03-15,Pending,258.56,UPI
4416,798,35,2023-06-27,Delivered,900.04,Cash
4417,945,374,2024-07-13,Pending,1550.74,Cash
4418,828,374,2023-05-08,Delivered,619.3,Cash
4419,499,402,2023-03-10,Pending,825.44,UPI
4420,828,242,2024-09-09,Delivered,1912.28,UPI
4421,894,236,2024-09-03,Cancelled,444.34,Cash
4422,820,63,2023-01-08,Delivered,1461.82,Credit Card
4423,52,47,2023-04-25,Pending,1076.08,Cash
4424,38,4,2024-06-18,Cancelled,1171.55,Credit Card
4425,874,495,2023-04-17,Delivered,545.52,Credit Card
4426,301,117,2024-02-12,Pending,1437.6,UPI
4427,707,314,2023-11-20,Pending,727.48,Credit Card
4428,31,319,2023-11-12,Delivered,1284.48,UPI
4429,996,260,2024-05-28,Cancelled,811.0,Credit Card
4430,3,339,2023-05-12,Pending,365.56,UPI
4431,416,2,2024-08-08,Cancelled,333.25,Cash
4432,70,418,2024-08-08,Cancelled,957.15,Credit Card
4433,416,269,2023-07-02,Pending,861.78,Cash
4434,698,283,2023-09-20,Pending,129.01,Credit Card
4435,748,279,2023-10-30,Pending,625.21,Credit Card
4436,818,28,2023-12-11,Delivered,816.03,Credit Card
4437,751,456,2023-05-17,Delivered,1882.45,Credit Card
4438,701,496,2024-09-22,Cancelled,532.66,UPI
4439,670,208,2023-04-15,Cancelled,760.59,Credit Card
4440,41,104,2023-06-30,Pending,1292.56,UPI
4441,8,465,2023-03-29,Pending,1131.23,Cash
4442,97,208,2024-01-14,Pending,1638.21,Cash
4443,575,305,2024-05-07,Delivered,1244.79,UPI
4444,557,451,2023-01-20,Delivered,182.37,Credit Card
4445,321,63,2023-11-03,Cancelled,1250.92,Cash
4446,306,452,2024-11-26,Cancelled,739.22,Credit Card
4447,102,355,2023-11-16,Pending,813.59,UPI
4448,798,218,2024-06-05,Delivered,618.66,Cash
4449,952,23,2023-06-30,Cancelled,727.27,Credit Card
4450,879,345,2023-05-25,Cancelled,1037.3,UPI
4451,653,6,2023-08-29,Cancelled,239.86,Cash
4452,215,248,2024-01-25,Delivered,1251.28,Cash
4453,882,228,2023-03-13,Pending,1227.63,Credit Card
4454,71,7,2023-05-14,Delivered,453.06,Cash
4455,755,340,2024-10-27,Pending,608.59,Cash
4456,72,345,2024-07-20,Pending,1646.5,UPI
4457,553,463,2024-10-16,Cancelled,595.82,UPI
4458,648,187,2023-10-12,Pending,369.52,Cash
4459,378,63,2023-10-28,Pending,1875.4,Credit Card
4460,603,236,2024-07-22,Delivered,102.73,Credit Card
4461,562,76,2023-02-04,Pending,832.74,UPI
4462,763,318,2024-12-22,Pending,450.28,Cash
4463,69,284,2024-09-30,Pending,913.75,Cash
4464,65,312,2024-12-21,Pending,557.63,Cash
4465,552,301,2024-06-10,Pending,1073.41,Credit Card
4466,636,264,2023-06-05,Cancelled,769.77,Cash
4467,569,138,2024-07-21,Cancelled,1404.89,Cash
4468,278,439,2024-08-14,Cancelled,1090.57,Credit Card
4469,154,37,2023-06-23,Pending,1225.16,Cash
4470,916,195,2023-10-17,Delivered,1484.33,UPI
4471,353,71,2023-05-06,Cancelled,1467.74,Cash
4472,646,477,2024-07-01,Cancelled,1393.71,Credit Card
4473,377,38,2024-12-15,Delivered,347.57,Cash
4474,709,304,2024-02-09,Delivered,1662.19,Credit Card
4475,463,283,2024-06-04,Cancelled,1068.58,UPI
4476,815,414,2023-09-20,Pending,1368.59,UPI
4477,530,117,2023-07-02,Delivered,1064.6,Credit Card
4478,757,241,2024-09-18,Pending,232.81,UPI
4479,331,407,2023-10-11,Delivered,709.28,Credit Card
4480,797,393,2024-07-14,Delivered,1346.6,Credit Card
4481,786,143,2024-08-26,Cancelled,1883.37,Cash
4482,477,297,2023-08-30,Cancelled,260.1,Cash
4483,268,193,2023-06-21,Delivered,1419.65,Cash
4484,751,215,2024-08-18,Pending,1444.58,Credit Card
4485,44,102,2024-10-18,Pending,894.21,Cash
4486,798,489,2023-04-23,Cancelled,218.32,UPI
4487,456,41,2024-03-01,Delivered,1443.2,Credit Card
4488,225,296,2024-10-07,Delivered,1263.07,Cash
4489,94,30,2024-09-01,Cancelled,1081.94,Credit Card
4490,13,360,2023-02-09,Cancelled,293.79,Cash
4491,770,112,2024-08-28,Cancelled,972.08,Cash
4492,236,446,2023-03-06,Pending,1461.91,Credit Card
4493,806,404,2023-07-15,Pending,114.33,Credit Card
4494,378,452,2024-02-11,Pending,1608.59,UPI
4495,859,247,2024-06-09,Delivered,1139.68,Credit Card
4496,640,339,2023-09-28,Delivered,470.01,UPI
4497,701,16,2024-01-06,Cancelled,1416.53,UPI
4498,995,351,2023-07-16,Cancelled,334.15,Credit Card
4499,438,245,2023-07-14,Cancelled,1461.61,Credit Card
4500,937,203,2023-09-02,Delivered,1261.67,UPI
4501,966,270,2023-11-08,Cancelled,707.01,Cash
4502,748,233,2024-10-18,Cancelled,1695.45,Credit Card
4503,662,243,2024-08-03,Cancelled,1009.19,Credit Card
4504,263,245,2023-11-17,Pending,1940.79,Credit Card
4505,813,307,2023-06-29,Cancelled,1112.92,Cash
4506,594,27,2023-11-04,Cancelled,945.51,Credit Card
4507,328,160,2024-03-19,Delivered,1863.29,Credit Card
4508,693,316,2023-01-19,Pending,1146.49,Cash
4509,838,227,2024-04-18,Pending,1223.28,UPI
4510,983,327,2024-12-13,Pending,1343.21,Credit Card
4511,476,260,2023-01-26,Delivered,694.21,UPI
4512,990,267,2024-12-20,Pending,540.81,UPI
4513,163,154,2023-02-03,Pending,1963.8,UPI
4514,528,419,2024-05-13,Cancelled,1428.52,Cash
4515,849,321,2024-02-05,Pending,630.45,Credit Card
4516,787,204,2024-09-16,Delivered,325.7,Credit Card
4517,949,293,2023-04-21,Pending,806.36,Cash
4518,947,390,2024-07-01,Cancelled,1697.13,Credit Card
4519,166,123,2023-08-24,Delivered,552.47,UPI
4520,151,481,2023-01-21,Delivered,212.16,UPI
4521,718,63,2023-08-07,Pending,765.73,UPI
4522,743,425,2023-02-01,Cancelled,468.36,Cash
4523,388,85,2024-12-21,Delivered,1824.81,Credit Card
4524,402,192,2024-09-29,Cancelled,1859.77,Cash
4525,206,94,2024-09-25,Delivered,196.02,Cash
4526,857,420,2023-10-14,Cancelled,1174.8,Credit Card
4527,977,7,2023-11-09,Cancelled,351.67,Credit Card
4528,325,261,2023-05-07,Delivered,1585.15,UPI
4529,659,14,2023-08-06,Delivered,848.67,Credit Card
4530,490,289,2024-07-20,Delivered,234.94,Credit Card
4531,539,206,2024-05-02,Pending,1159.53,Credit Card
4532,942,406,2023-09-06,Delivered,1754.04,Credit Card
4533,824,223,2024-04-08,Cancelled,1762.68,Credit Card
4534,204,243,2023-05-16,Cancelled,1034.88,Cash
4535,738,250,2023-08-02,Cancelled,1555.59,Cash
4536,240,486,2023-07-05,Pending,753.08,Credit Card
4537,952,72,2023-01-04,Delivered,1670.66,Cash
4538,679,227,2023-02-27,Delivered,1404.53,UPI
4539,65,38,2023-01-05,Pending,1456.28,Credit Card
4540,326,140,2023-09-07,Delivered,694.13,Credit Card
4541,870,218,2023-11-21,Pending,576.46,UPI
4542,401,214,2023-10-11,Cancelled,184.79,UPI
4543,442,217,2024-03-26,Pending,1089.04,UPI
4544,36,480,2023-08-18,Delivered,1695.33,Cash
4545,673,158,2024-06-18,Cancelled,147.26,Credit Card
4546,160,310,2023-09-25,Cancelled,1904.54,Cash
4547,135,13,2023-07-14,Delivered,1305.97,Cash
4548,405,490,2024-06-14,Cancelled,1949.04,Credit Card
4549,617,137,2023-03-13,Cancelled,347.69,UPI
4550,911,432,2023-03-19,Cancelled,1329.38,UPI
4551,455,235,2024-06-19,Cancelled,932.81,UPI
4552,68,169,2023-04-22,Pending,278.14,Cash
4553,328,136,2024-09-19,Pending,119.32,Cash
4554,87,144,2023-07-12,Delivered,892.13,Credit Card
4555,406,192,2023-05-21,Pending,1443.13,Credit Card
4556,428,111,2023-12-22,Pending,540.56,Cash
4557,832,321,2024-09-16,Cancelled,741.99,Cash
4558,373,69,2024-04-08,Delivered,446.82,UPI
4559,170,307,2023-08-16,Pending,803.61,Cash
4560,710,477,2024-09-02,Pending,661.63,Credit Card
4561,65,308,2023-02-13,Delivered,260.79,Credit Card
4562,134,171,2024-07-08,Pending,886.14,Credit Card
4563,434,166,2023-12-12,Pending,1646.51,Credit Card
4564,74,414,2024-12-30,Cancelled,1081.88,Cash
4565,825,3,2023-07-03,Pending,327.99,Cash
4566,930,442,2024-12-19,Pending,1667.23,Cash
4567,872,116,2023-10-08,Delivered,342.17,Cash
4568,41,308,2023-11-23,Delivered,1638.33,Cash
4569,770,480,2024-03-16,Pending,393.93,Credit Card
4570,653,67,2024-09-03,Pending,1657.49,Credit Card
4571,369,264,2023-02-15,Cancelled,111.24,Credit Card
4572,899,469,2024-05-29,Cancelled,425.95,Cash
4573,803,155,2023-06-21,Delivered,994.51,Cash
4574,587,268,2024-02-18,Cancelled,1097.68,Cash
4575,704,130,2023-03-05,Delivered,1995.71,UPI
4576,728,57,2023-11-26,Delivered,1792.8,UPI
4577,134,465,2024-09-27,Pending,137.52,UPI
4578,780,392,2024-10-04,Pending,677.63,Credit Card
4579,311,365,2024-11-26,Delivered,1917.54,UPI
4580,713,54,2024-08-07,Cancelled,967.45,Cash
4581,373,433,2023-05-17,Cancelled,987.54,Credit Card
4582,805,349,2024-01-31,Cancelled,204.66,Credit Card
4583,444,460,2024-12-22,Delivered,1184.47,UPI
4584,103,463,2023-11-14,Delivered,1206.69,UPI
4585,409,356,2023-12-05,Delivered,1385.27,Credit Card
4586,7,126,2023-04-30,Delivered,1809.86,UPI
4587,992,403,2024-12-21,Delivered,604.68,Credit Card
4588,934,251,2023-07-12,Cancelled,807.95,Credit Card
4589,555,365,2024-08-25,Delivered,1376.55,Cash
4590,536,303,2024-11-18,Delivered,1493.45,UPI
4591,200,123,2024-10-30,Cancelled,1659.9,Cash
4592,65,405,2023-07-03,Cancelled,1824.29,UPI
4593,342,254,2024-11-17,Pending,299.64,Cash
4594,410,337,2023-04-09,Cancelled,1625.59,Cash
4595,855,411,2024-04-14,Delivered,576.11,UPI
4596,854,66,2023-10-27,Cancelled,334.18,Credit Card
4597,355,205,2024-12-11,Delivered,1105.5,UPI
4598,211,268,2024-09-17,Delivered,1087.93,Credit Card
4599,843,70,2024-02-14,Pending,747.69,UPI
4600,297,285,2024-04-23,Cancelled,518.94,UPI
4601,151,349,2024-01-12,Delivered,155.73,Credit Card
4602,749,343,2024-10-13,Pending,159.21,UPI
4603,469,239,2023-06-26,Delivered,351.24,Credit Card
4604,998,293,2023-05-06,Delivered,1443.23,UPI
4605,142,89,2023-06-04,Cancelled,1855.03,UPI
4606,564,443,2024-01-26,Delivered,761.39,Credit Card
4607,529,192,2023-12-24,Cancelled,449.52,UPI
4608,316,11,2024-10-26,Cancelled,530.77,Credit Card
4609,827,320,2024-09-11,Delivered,654.41,UPI
4610,445,124,2024-03-15,Cancelled,519.84,Credit Card
4611,5,99,2024-12-17,Cancelled,1855.9,UPI
4612,458,124,2024-07-29,Cancelled,712.45,UPI
4613,210,463,2023-03-30,Delivered,808.45,Credit Card
4614,817,226,2023-08-18,Delivered,667.83,UPI
4615,664,192,2023-06-05,Pending,1259.91,UPI
4616,736,387,2023-10-28,Cancelled,909.31,Credit Card
4617,744,422,2023-02-20,Pending,1906.01,UPI
4618,79,403,2023-05-01,Delivered,1424.91,UPI
4619,75,260,2023-05-24,Pending,1899.22,Credit Card
4620,262,482,2024-05-31,Pending,1853.61,Cash
4621,74,335,2023-07-03,Cancelled,1997.95,UPI
4622,321,307,2023-04-22,Pending,879.1,Credit Card
4623,214,117,2024-11-09,Cancelled,162.9,Credit Card
4624,532,178,2024-07-28,Cancelled,746.11,Credit Card
4625,196,194,2024-01-07,Pending,1461.28,UPI
4626,1000,290,2023-04-06,Cancelled,500.9,Credit Card
4627,366,382,2024-09-22,Delivered,1273.2,Credit Card
4628,913,363,2024-12-19,Pending,1225.69,Credit Card
4629,621,297,2023-08-14,Cancelled,661.51,Credit Card
4630,978,245,2024-11-06,Cancelled,1597.15,UPI
4631,824,311,2024-05-27,Pending,1376.96,Credit Card
4632,874,210,2024-06-19,Cancelled,1336.72,UPI
4633,653,67,2023-01-14,Pending,1745.77,Credit Card
4634,733,118,2023-05-29,Pending,1670.13,Cash
4635,675,213,2023-07-09,Pending,1758.13,Cash
4636,148,199,2023-11-30,Delivered,808.28,Cash
4637,700,433,2023-03-04,Cancelled,1762.21,Credit Card
4638,630,252,2023-08-14,Pending,1653.58,Cash
4639,771,302,2023-07-09,Pending,1752.31,Credit Card
4640,320,18,2023-01-23,Cancelled,925.24,Cash
4641,701,145,2024-02-12,Pending,310.94,Cash
4642,217,266,2023-05-03,Delivered,1252.04,Cash
4643,519,206,2024-01-19,Pending,1869.99,Cash
4644,280,155,2023-06-04,Pending,1430.76,Cash
4645,546,433,2024-08-28,Delivered,301.82,Cash
4646,339,345,2024-02-22,Cancelled,670.84,Cash
4647,53,128,2023-10-29,Delivered,928.11,Cash
4648,193,245,2024-05-25,Pending,356.79,Credit Card
4649,924,111,2023-05-04,Cancelled,184.03,Credit Card
4650,56,106,2024-12-13,Delivered,1879.43,UPI
4651,175,100,2024-10-12,Cancelled,488.91,Credit Card
4652,849,328,2024-03-01,Pending,1036.12,Cash
4653,791,290,2024-11-21,Delivered,920.23,UPI
4654,233,375,2024-05-24,Delivered,758.16,Cash
4655,678,120,2023-07-29,Delivered,653.51,UPI
4656,565,458,2024-09-18,Delivered,788.14,UPI
4657,622,42,2023-03-12,Cancelled,1572.6,Credit Card
4658,8,389,2024-09-14,Delivered,1900.75,UPI
4659,984,17,2023-08-27,Pending,686.19,Credit Card
4660,324,169,2024-09-02,Delivered,552.95,UPI
4661,311,401,2024-10-24,Cancelled,1418.82,UPI
4662,9,72,2024-09-24,Pending,1515.38,Cash
4663,549,345,2024-05-22,Delivered,557.81,Credit Card
4664,878,399,2023-01-08,Delivered,1665.85,UPI
4665,323,226,2023-06-21,Cancelled,1031.62,Cash
4666,16,275,2024-05-04,Cancelled,1923.14,Credit Card
4667,549,115,2023-05-21,Delivered,1540.64,UPI
4668,337,203,2024-08-07,Pending,1384.0,Cash
4669,942,172,2023-05-09,Cancelled,736.63,Credit Card
4670,789,168,2024-07-29,Delivered,1000.04,Cash
4671,522,60,2023-06-19,Delivered,128.49,Cash
4672,56,166,2024-11-11,Delivered,1758.66,Cash
4673,579,96,2023-03-21,Delivered,1187.66,Cash
4674,708,490,2023-07-18,Delivered,220.49,Cash
4675,568,469,2023-08-24,Delivered,158.9,UPI
4676,686,409,2023-12-06,Delivered,1902.63,Credit Card
4677,753,26,2024-04-15,Delivered,1657.13,UPI
4678,764,163,2024-11-30,Delivered,402.97,Credit Card
4679,401,339,2023-06-27,Pending,352.45,Cash
